tactic_id,tactic,priority,technique_id,technique,subtechnique_id,subtechnique,is_leaf,platforms,detection_strategies,analytics,data_components_required,data_components_missing,status,hypotheses,files
TA0011,Command and Control,2,T1090,Proxy,T1090.004,Domain Fronting,yes,Linux; macOS; Windows; ESXi,DET0196,AN0564; AN0565; AN0566; AN0567,Network Connection Creation; Network Traffic Content; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1092,Communication Through Removable Media,,,yes,Linux; macOS; Windows,DET0090,AN0247; AN0248; AN0249,Drive Creation; File Creation; Process Creation,Drive Creation,blocked-telemetry,0,
TA0011,Command and Control,2,T1095,Non-Application Layer Protocol,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0457,AN1254; AN1255; AN1256; AN1257; AN1258,Network Connection Creation; Network Traffic Content; Network Traffic Flow,,not-covered,0,
TA0011,Command and Control,2,T1102,Web Service,,,no,ESXi; Linux; macOS; Windows,DET0425,AN1189; AN1190; AN1191; AN1192,Network Connection Creation; Network Traffic Content; Network Traffic Flow,,parent,0,
TA0011,Command and Control,2,T1102,Web Service,T1102.001,Dead Drop Resolver,yes,ESXi; Linux; macOS; Windows,DET0058,AN0158; AN0159; AN0160; AN0161,Network Connection Creation; Network Traffic Content; Network Traffic Flow,,not-covered,0,
TA0011,Command and Control,2,T1102,Web Service,T1102.002,Bidirectional Communication,yes,ESXi; Linux; macOS; Windows,DET0035,AN0100; AN0101; AN0102,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1102,Web Service,T1102.003,One-Way Communication,yes,Linux; macOS; Windows; ESXi,DET0581,AN1599; AN1600; AN1601; AN1602,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1104,Multi-Stage Channels,,,yes,Linux; macOS; Windows; ESXi,DET0228,AN0637; AN0638; AN0639; AN0640,Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1105,Ingress Tool Transfer,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0060,AN0165; AN0166; AN0167; AN0168; AN0169,Command Execution; File Creation; Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1132,Data Encoding,,,no,ESXi; Linux; macOS; Windows,DET0108,AN0302; AN0303; AN0304; AN0305,Command Execution; Network Connection Creation; Network Traffic Content; Process Creation; User Account Authentication,,parent,0,
TA0011,Command and Control,2,T1132,Data Encoding,T1132.001,Standard Encoding,yes,ESXi; Linux; macOS; Windows,DET0124,AN0345; AN0346; AN0347; AN0348,Application Log Content; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation; Script Execution,,not-covered,0,
TA0011,Command and Control,2,T1132,Data Encoding,T1132.002,Non-Standard Encoding,yes,ESXi; Linux; macOS; Windows,DET0326,AN0927; AN0928; AN0929; AN0930,Application Log Content; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation; Script Execution,,not-covered,0,
TA0011,Command and Control,2,T1205,Traffic Signaling,,,no,Linux; macOS; Network Devices; Windows,DET0524,AN1448; AN1449; AN1450; AN1451,Command Execution; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,parent,0,
TA0011,Command and Control,2,T1205,Traffic Signaling,T1205.001,Port Knocking,yes,Linux; macOS; Network Devices; Windows,DET0302,AN0842; AN0843; AN0844; AN0845,Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1205,Traffic Signaling,T1205.002,Socket Filters,yes,Linux; macOS; Windows,DET0162,AN0462; AN0463; AN0464,Driver Load; Module Load; Network Connection Creation; Network Traffic Content; Process Creation; Service Creation,Driver Load; Module Load,not-covered,0,
TA0011,Command and Control,2,T1219,Remote Access Tools,,,no,Linux; macOS; Windows,DET0496,AN1366; AN1367; AN1368,File Creation; Network Connection Creation; Process Creation; Service Creation; Windows Registry Key Creation; Windows Registry Key Modification,,parent,0,
TA0011,Command and Control,2,T1219,Remote Access Tools,T1219.001,IDE Tunneling,yes,Linux; macOS; Windows,DET0133,AN0375; AN0376; AN0377,File Creation; Network Connection Creation; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1219,Remote Access Tools,T1219.002,Remote Desktop Software,yes,Linux; macOS; Windows,DET0259,AN0714; AN0715; AN0716,File Creation; Firewall Rule Modification; Network Connection Creation; Process Creation,Firewall Rule Modification,not-covered,0,
TA0011,Command and Control,2,T1219,Remote Access Tools,T1219.003,Remote Access Hardware,yes,Linux; macOS; Windows,DET0159,AN0446; AN0447; AN0448,Drive Creation,Drive Creation,blocked-telemetry,0,
TA0011,Command and Control,2,T1568,Dynamic Resolution,,,no,ESXi; Linux; macOS; Windows,DET0039,AN0109; AN0110; AN0111; AN0112,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,parent,0,
TA0011,Command and Control,2,T1568,Dynamic Resolution,T1568.001,Fast Flux DNS,yes,Linux; macOS; Windows; ESXi,DET0485,AN1331; AN1332; AN1333; AN1334,Network Connection Creation; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1568,Dynamic Resolution,T1568.002,Domain Generation Algorithms,yes,ESXi; Linux; macOS; Windows,DET0419,AN1178; AN1179; AN1180; AN1181,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1568,Dynamic Resolution,T1568.003,DNS Calculation,yes,ESXi; Linux; macOS; Windows,DET0262,AN0728; AN0729; AN0730; AN0731,Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1571,Non-Standard Port,,,yes,ESXi; Linux; macOS; Windows,DET0227,AN0633; AN0634; AN0635; AN0636,Application Log Content; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1572,Protocol Tunneling,,,yes,ESXi; Linux; macOS; Windows,DET0538,AN1483; AN1484; AN1485; AN1486,Application Log Content; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1573,Encrypted Channel,,,no,ESXi; Linux; macOS; Network Devices; Windows,DET0273,AN0759; AN0760; AN0761; AN0762; AN0763,Application Log Content; Module Load; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,Module Load,parent,0,
TA0011,Command and Control,2,T1573,Encrypted Channel,T1573.001,Symmetric Cryptography,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0143,AN0400; AN0401; AN0402; AN0403; AN0404,Application Log Content; Module Load; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,Module Load,not-covered,0,
TA0011,Command and Control,2,T1573,Encrypted Channel,T1573.002,Asymmetric Cryptography,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0543,AN1496; AN1497; AN1498; AN1499; AN1500,Application Log Content; Module Load; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,Module Load,not-covered,0,
TA0011,Command and Control,2,T1659,Content Injection,,,yes,Linux; macOS; Windows,DET0349,AN0992; AN0993; AN0994,Command Execution; File Creation; Network Traffic Content; Process Creation,,not-covered,0,
TA0011,Command and Control,2,T1665,Hide Infrastructure,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0411,AN1148; AN1149; AN1150; AN1151; AN1152,Domain Registration; Network Connection Creation; Network Traffic Content; Process Creation; Response Content; Response Metadata,Domain Registration; Response Content; Response Metadata,blocked-telemetry,0,
TA0040,Impact,,T1485,Data Destruction,,,no,Containers; ESXi; IaaS; Linux; macOS; Windows,DET0146,AN0411; AN0412; AN0413; AN0414; AN0415; AN0416,Cloud Storage Deletion; Command Execution; File Creation; File Deletion; Process Creation; Process Termination; Volume Deletion,Cloud Storage Deletion; Process Termination; Volume Deletion,parent,0,
TA0040,Impact,,T1485,Data Destruction,T1485.001,Lifecycle-Triggered Deletion,yes,IaaS,DET0041,AN0117,Cloud Storage Modification,Cloud Storage Modification,out-of-scope,0,
TA0040,Impact,,T1486,Data Encrypted for Impact,,,yes,ESXi; IaaS; Linux; macOS; Windows,DET0215,AN0602; AN0603; AN0604; AN0605; AN0606,Cloud Storage Modification; Command Execution; File Creation; File Modification; Process Creation,Cloud Storage Modification,not-covered,0,
TA0040,Impact,,T1489,Service Stop,,,yes,ESXi; IaaS; Linux; macOS; Windows,DET0021,AN0061; AN0062; AN0063; AN0064,File Deletion; Logon Session Metadata; Process Creation; Process Termination; Service Creation; Service Metadata,Process Termination,not-covered,0,
TA0040,Impact,,T1490,Inhibit System Recovery,,,yes,Containers; ESXi; IaaS; Linux; macOS; Network Devices; Windows,DET0329,AN0933; AN0934; AN0935; AN0936; AN0937,Cloud Storage Deletion; Command Execution; File Deletion; Process Creation; Service Metadata; Snapshot Deletion; Windows Registry Key Modification,Cloud Storage Deletion; Snapshot Deletion,not-covered,0,
TA0040,Impact,,T1491,Defacement,,,no,Windows; IaaS; Linux; macOS; ESXi,DET0238,AN0662; AN0663; AN0664; AN0665; AN0666,Application Log Content; Cloud Storage Access; File Creation; File Modification; Network Traffic Content; Process Creation,Cloud Storage Access,parent,0,
TA0040,Impact,,T1491,Defacement,T1491.001,Internal Defacement,yes,ESXi; Linux; macOS; Windows,DET0082,AN0229; AN0230; AN0231; AN0232,Command Execution; File Access; File Creation; File Modification; Process Creation; Script Execution; User Account Modification,,not-covered,0,
TA0040,Impact,,T1491,Defacement,T1491.002,External Defacement,yes,Windows; IaaS; Linux; macOS,DET0590,AN1622; AN1623; AN1624; AN1625,Cloud Storage Access; Cloud Storage Enumeration; File Creation; File Modification; Logon Session Metadata; Network Traffic Content; Process Creation,Cloud Storage Access; Cloud Storage Enumeration,not-covered,0,
TA0040,Impact,,T1495,Firmware Corruption,,,yes,Linux; macOS; Network Devices; Windows,DET0167,AN0474; AN0475; AN0476; AN0477,Driver Load; Firmware Modification; Network Traffic Content; Process Creation,Driver Load; Firmware Modification,blocked-telemetry,0,
TA0040,Impact,,T1496,Resource Hijacking,,,no,Windows; IaaS; Linux; macOS; Containers; SaaS,DET0267,AN0741; AN0742; AN0743; AN0744; AN0745; AN0746,Application Log Content; Cloud Service Modification; Host Status; Instance Start; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,Cloud Service Modification; Host Status; Instance Start,parent,0,
TA0040,Impact,,T1496,Resource Hijacking,T1496.001,Compute Hijacking,yes,Windows; IaaS; Linux; macOS; Containers,DET0540,AN1489; AN1490; AN1491; AN1492; AN1493,Container Creation; Host Status; Instance Start; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation; Scheduled Job Creation,Container Creation; Host Status; Instance Start,not-covered,0,
TA0040,Impact,,T1496,Resource Hijacking,T1496.002,Bandwidth Hijacking,yes,Linux; Windows; macOS; IaaS; Containers,DET0028,AN0080; AN0081; AN0082; AN0083; AN0084,Instance Start; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Creation,Instance Start,not-covered,0,
TA0040,Impact,,T1496,Resource Hijacking,T1496.003,SMS Pumping,yes,SaaS,DET0156,AN0443,Application Log Content; User Account Authentication,,out-of-scope,0,
TA0040,Impact,,T1496,Resource Hijacking,T1496.004,Cloud Service Hijacking,yes,SaaS,DET0147,AN0417,Application Log Content; Cloud Service Modification; User Account Metadata,Cloud Service Modification,out-of-scope,0,
TA0040,Impact,,T1498,Network Denial of Service,,,no,Windows; IaaS; Linux; macOS; Containers,DET0518,AN1434; AN1435,Network Connection Creation; Network Traffic Flow; Process Creation,,parent,0,
TA0040,Impact,,T1498,Network Denial of Service,T1498.001,Direct Network Flood,yes,Windows; IaaS; Linux; macOS,DET0343,AN0969; AN0970; AN0971; AN0972,Host Status; Network Connection Creation; Network Traffic Flow; Process Creation,Host Status,not-covered,0,
TA0040,Impact,,T1498,Network Denial of Service,T1498.002,Reflection Amplification,yes,Windows; IaaS; Linux; macOS,DET0408,AN1140; AN1141; AN1142; AN1143,Command Execution; Firewall Rule Modification; Host Status; Network Connection Creation; Network Traffic Flow; Process Creation,Firewall Rule Modification; Host Status,not-covered,0,
TA0040,Impact,,T1499,Endpoint Denial of Service,,,no,Windows; Linux; macOS; Containers; IaaS,DET0208,AN0584; AN0585; AN0586; AN0587; AN0588,Application Log Content; Host Status; Instance Start; Network Traffic Flow; Process Creation,Host Status; Instance Start,parent,0,
TA0040,Impact,,T1499,Endpoint Denial of Service,T1499.001,OS Exhaustion Flood,yes,Linux; macOS; Windows,DET0356,AN1012; AN1013; AN1014,Host Status; Network Traffic Content; Network Traffic Flow; Process Creation,Host Status,blocked-telemetry,0,
TA0040,Impact,,T1499,Endpoint Denial of Service,T1499.002,Service Exhaustion Flood,yes,Windows; IaaS; Linux; macOS,DET0173,AN0489; AN0490; AN0491; AN0492,Application Log Content; Firewall Rule Modification; Host Status; Network Connection Creation; Network Traffic Content; Network Traffic Flow; Process Access,Firewall Rule Modification; Host Status; Process Access,blocked-telemetry,0,
TA0040,Impact,,T1499,Endpoint Denial of Service,T1499.003,Application Exhaustion Flood,yes,Windows; IaaS; Linux; macOS,DET0415,AN1165; AN1166; AN1167; AN1168,Application Log Content; Cloud Service Metadata; Host Status; Network Traffic Content; Process Creation,Cloud Service Metadata; Host Status,not-covered,0,
TA0040,Impact,,T1499,Endpoint Denial of Service,T1499.004,Application or System Exploitation,yes,Windows; IaaS; Linux; macOS,DET0304,AN0850; AN0851; AN0852; AN0853,Application Log Content; Instance Stop; Network Traffic Content; Process Creation; Process Termination; Service Creation,Instance Stop; Process Termination,not-covered,0,
TA0040,Impact,,T1529,System Shutdown/Reboot,,,yes,ESXi; Linux; macOS; Network Devices; Windows,DET0559,AN1538; AN1539; AN1540; AN1541; AN1542,Command Execution; Host Status; Process Creation,Host Status,blocked-telemetry,0,
TA0040,Impact,,T1531,Account Access Removal,,,yes,Linux; macOS; Windows; SaaS; IaaS; Office Suite; ESXi,DET0120,AN0334; AN0335; AN0336; AN0337; AN0338; AN0339,Command Execution; Process Creation; User Account Authentication; User Account Deletion; User Account Modification,User Account Deletion,not-covered,0,
TA0040,Impact,,T1561,Disk Wipe,,,no,Linux; macOS; Windows; Network Devices,DET0137,AN0384; AN0385; AN0386; AN0387,Command Execution; Drive Access; Drive Modification; Driver Load; Process Creation; User Account Authentication; User Account Metadata,Drive Access; Drive Modification; Driver Load,parent,0,
TA0040,Impact,,T1561,Disk Wipe,T1561.001,Disk Content Wipe,yes,Linux; macOS; Network Devices; Windows,DET0316,AN0882; AN0883; AN0884; AN0885,Command Execution; Drive Access; Drive Modification; Driver Load; Process Creation; User Account Authentication; User Account Metadata,Drive Access; Drive Modification; Driver Load,blocked-telemetry,0,
TA0040,Impact,,T1561,Disk Wipe,T1561.002,Disk Structure Wipe,yes,Linux; macOS; Network Devices; Windows,DET0297,AN0827; AN0828; AN0829; AN0830,Command Execution; Drive Access; Drive Modification; Driver Load; Process Creation; User Account Authentication; User Account Metadata,Drive Access; Drive Modification; Driver Load,blocked-telemetry,0,
TA0040,Impact,,T1565,Data Manipulation,,,no,Linux; macOS; Windows,DET0059,AN0162; AN0163; AN0164,File Access; File Creation; File Metadata; File Modification; Network Traffic Content; OS API Execution,OS API Execution,parent,0,
TA0040,Impact,,T1565,Data Manipulation,T1565.001,Stored Data Manipulation,yes,Linux; macOS; Windows,DET0193,AN0555; AN0556; AN0557,File Creation; File Deletion; File Metadata; File Modification,,not-covered,0,
TA0040,Impact,,T1565,Data Manipulation,T1565.002,Transmitted Data Manipulation,yes,Linux; macOS; Windows,DET0254,AN0702; AN0703; AN0704,File Metadata; Network Connection Creation; Network Traffic Content; Network Traffic Flow; OS API Execution,OS API Execution,not-covered,0,
TA0040,Impact,,T1565,Data Manipulation,T1565.003,Runtime Data Manipulation,yes,Linux; macOS; Windows,DET0391,AN1097; AN1098; AN1099,File Creation; File Metadata; File Modification; OS API Execution; Windows Registry Key Modification,OS API Execution,not-covered,0,
TA0040,Impact,,T1657,Financial Theft,,,yes,Linux; macOS; Office Suite; SaaS; Windows,DET0495,AN1361; AN1362; AN1363; AN1364; AN1365,Application Log Content; Command Execution; File Modification; Logon Session Creation; Process Creation,,not-covered,0,
TA0040,Impact,,T1667,Email Bombing,,,yes,Linux; Office Suite; Windows; macOS,DET0355,AN1008; AN1009; AN1010; AN1011,Application Log Content; File Creation,,not-covered,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,,,no,PRE,DET0895,AN2027,Active DNS; Domain Registration; Passive DNS; Response Content; Response Metadata,Active DNS; Domain Registration; Passive DNS; Response Content; Response Metadata,parent,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.001,Domains,yes,PRE,DET0892,AN2024,Active DNS; Domain Registration; Passive DNS,Active DNS; Domain Registration; Passive DNS,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.002,DNS Server,yes,PRE,DET0862,AN1994,,,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.003,Virtual Private Server,yes,PRE,DET0838,AN1970,Response Content; Response Metadata,Response Content; Response Metadata,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.004,Server,yes,PRE,DET0871,AN2003,Response Content; Response Metadata,Response Content; Response Metadata,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.005,Botnet,yes,PRE,DET0837,AN1969,,,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.006,Web Services,yes,PRE,DET0896,AN2028,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.007,Serverless,yes,PRE,DET0829,AN1961,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1583,Acquire Infrastructure,T1583.008,Malvertising,yes,PRE,DET0836,AN1968,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,,,no,PRE,DET0885,AN2017,Active DNS; Domain Registration; Passive DNS; Response Content; Response Metadata,Active DNS; Domain Registration; Passive DNS; Response Content; Response Metadata,parent,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.001,Domains,yes,PRE,DET0863,AN1995,Active DNS; Domain Registration; Passive DNS,Active DNS; Domain Registration; Passive DNS,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.002,DNS Server,yes,PRE,DET0891,AN2023,Active DNS; Passive DNS,Active DNS; Passive DNS,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.003,Virtual Private Server,yes,PRE,DET0854,AN1986,Response Content; Response Metadata,Response Content; Response Metadata,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.004,Server,yes,PRE,DET0874,AN2006,Response Content; Response Metadata,Response Content; Response Metadata,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.005,Botnet,yes,PRE,DET0883,AN2015,,,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.006,Web Services,yes,PRE,DET0882,AN2014,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.007,Serverless,yes,PRE,DET0864,AN1996,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1584,Compromise Infrastructure,T1584.008,Network Devices,yes,PRE,DET0859,AN1991,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1585,Establish Accounts,,,no,PRE,DET0873,AN2005,Network Traffic Content; Social Media,Social Media,parent,0,
TA0042,Resource Development,,T1585,Establish Accounts,T1585.001,Social Media Accounts,yes,PRE,DET0851,AN1983,Network Traffic Content; Social Media,Social Media,out-of-scope,0,
TA0042,Resource Development,,T1585,Establish Accounts,T1585.002,Email Accounts,yes,PRE,DET0835,AN1967,,,out-of-scope,0,
TA0042,Resource Development,,T1585,Establish Accounts,T1585.003,Cloud Accounts,yes,PRE,DET0846,AN1978,,,out-of-scope,0,
TA0042,Resource Development,,T1586,Compromise Accounts,,,no,PRE,DET0876,AN2008,Network Traffic Content; Social Media,Social Media,parent,0,
TA0042,Resource Development,,T1586,Compromise Accounts,T1586.001,Social Media Accounts,yes,PRE,DET0870,AN2002,Network Traffic Content; Social Media,Social Media,out-of-scope,0,
TA0042,Resource Development,,T1586,Compromise Accounts,T1586.002,Email Accounts,yes,PRE,DET0861,AN1993,,,out-of-scope,0,
TA0042,Resource Development,,T1586,Compromise Accounts,T1586.003,Cloud Accounts,yes,PRE,DET0879,AN2011,,,out-of-scope,0,
TA0042,Resource Development,,T1587,Develop Capabilities,,,no,PRE,DET0853,AN1985,Malware Content; Malware Metadata; Response Content,Malware Content; Malware Metadata; Response Content,parent,0,
TA0042,Resource Development,,T1587,Develop Capabilities,T1587.001,Malware,yes,PRE,DET0872,AN2004,Malware Content; Malware Metadata,Malware Content; Malware Metadata,out-of-scope,0,
TA0042,Resource Development,,T1587,Develop Capabilities,T1587.002,Code Signing Certificates,yes,PRE,DET0833,AN1965,Malware Metadata,Malware Metadata,out-of-scope,0,
TA0042,Resource Development,,T1587,Develop Capabilities,T1587.003,Digital Certificates,yes,PRE,DET0844,AN1976,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1587,Develop Capabilities,T1587.004,Exploits,yes,PRE,DET0894,AN2026,,,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,,,no,PRE,DET0850,AN1982,Certificate Registration; Malware Content; Malware Metadata; Response Content,Certificate Registration; Malware Content; Malware Metadata; Response Content,parent,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.001,Malware,yes,PRE,DET0845,AN1977,Malware Content; Malware Metadata,Malware Content; Malware Metadata,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.002,Tool,yes,PRE,DET0852,AN1984,Malware Metadata,Malware Metadata,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.003,Code Signing Certificates,yes,PRE,DET0875,AN2007,Malware Metadata,Malware Metadata,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.004,Digital Certificates,yes,PRE,DET0848,AN1980,Certificate Registration; Response Content,Certificate Registration; Response Content,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.005,Exploits,yes,PRE,DET0827,AN1959,,,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.006,Vulnerabilities,yes,PRE,DET0808,AN1940,,,out-of-scope,0,
TA0042,Resource Development,,T1588,Obtain Capabilities,T1588.007,Artificial Intelligence,yes,PRE,DET0842,AN1974,,,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,,,no,PRE,DET0839,AN1971,Response Content,Response Content,parent,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.001,Upload Malware,yes,PRE,DET0824,AN1956,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.002,Upload Tool,yes,PRE,DET0834,AN1966,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.003,Install Digital Certificate,yes,PRE,DET0840,AN1972,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.004,Drive-by Target,yes,PRE,DET0825,AN1957,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.005,Link Target,yes,PRE,DET0893,AN2025,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1608,Stage Capabilities,T1608.006,SEO Poisoning,yes,PRE,DET0881,AN2013,Response Content,Response Content,out-of-scope,0,
TA0042,Resource Development,,T1650,Acquire Access,,,yes,PRE,DET0884,AN2016,,,out-of-scope,0,
TA0042,Resource Development,,T1683,Generate Content,,,no,PRE,DET0916,AN2059,,,parent,0,
TA0042,Resource Development,,T1683,Generate Content,T1683.001,Written Content,yes,PRE,DET0917,AN2060,,,out-of-scope,0,
TA0042,Resource Development,,T1683,Generate Content,T1683.002,Audio-Visual Content,yes,PRE,DET0918,AN2061,,,out-of-scope,0,
TA0043,Reconnaissance,,T1589,Gather Victim Identity Information,,,no,PRE,DET0841,AN1973,Network Traffic Content,,parent,0,
TA0043,Reconnaissance,,T1589,Gather Victim Identity Information,T1589.001,Credentials,yes,PRE,DET0813,AN1945,,,out-of-scope,0,
TA0043,Reconnaissance,,T1589,Gather Victim Identity Information,T1589.002,Email Addresses,yes,PRE,DET0814,AN1946,Network Traffic Content,,out-of-scope,0,
TA0043,Reconnaissance,,T1589,Gather Victim Identity Information,T1589.003,Employee Names,yes,PRE,DET0857,AN1989,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,,,no,PRE,DET0869,AN2001,,,parent,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.001,Domain Properties,yes,PRE,DET0847,AN1979,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.002,DNS,yes,PRE,DET0843,AN1975,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.003,Network Trust Dependencies,yes,PRE,DET0828,AN1960,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.004,Network Topology,yes,PRE,DET0819,AN1951,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.005,IP Addresses,yes,PRE,DET0815,AN1947,,,out-of-scope,0,
TA0043,Reconnaissance,,T1590,Gather Victim Network Information,T1590.006,Network Security Appliances,yes,PRE,DET0889,AN2021,,,out-of-scope,0,
TA0043,Reconnaissance,,T1591,Gather Victim Org Information,,,no,PRE,DET0890,AN2022,,,parent,0,
TA0043,Reconnaissance,,T1591,Gather Victim Org Information,T1591.001,Determine Physical Locations,yes,PRE,DET0806,AN1938,,,out-of-scope,0,
TA0043,Reconnaissance,,T1591,Gather Victim Org Information,T1591.002,Business Relationships,yes,PRE,DET0855,AN1987,,,out-of-scope,0,
TA0043,Reconnaissance,,T1591,Gather Victim Org Information,T1591.003,Identify Business Tempo,yes,PRE,DET0849,AN1981,,,out-of-scope,0,
TA0043,Reconnaissance,,T1591,Gather Victim Org Information,T1591.004,Identify Roles,yes,PRE,DET0807,AN1939,,,out-of-scope,0,
TA0043,Reconnaissance,,T1592,Gather Victim Host Information,,,no,PRE,DET0826,AN1958,Response Content,Response Content,parent,0,
TA0043,Reconnaissance,,T1592,Gather Victim Host Information,T1592.001,Hardware,yes,PRE,DET0887,AN2019,Response Content,Response Content,out-of-scope,0,
TA0043,Reconnaissance,,T1592,Gather Victim Host Information,T1592.002,Software,yes,PRE,DET0888,AN2020,Response Content,Response Content,out-of-scope,0,
TA0043,Reconnaissance,,T1592,Gather Victim Host Information,T1592.003,Firmware,yes,PRE,DET0818,AN1950,,,out-of-scope,0,
TA0043,Reconnaissance,,T1592,Gather Victim Host Information,T1592.004,Client Configurations,yes,PRE,DET0820,AN1952,Response Content,Response Content,out-of-scope,0,
TA0043,Reconnaissance,,T1593,Search Open Websites/Domains,,,no,PRE,DET0856,AN1988,,,parent,0,
TA0043,Reconnaissance,,T1593,Search Open Websites/Domains,T1593.001,Social Media,yes,PRE,DET0812,AN1944,,,out-of-scope,0,
TA0043,Reconnaissance,,T1593,Search Open Websites/Domains,T1593.002,Search Engines,yes,PRE,DET0811,AN1943,,,out-of-scope,0,
TA0043,Reconnaissance,,T1593,Search Open Websites/Domains,T1593.003,Code Repositories,yes,PRE,DET0805,AN1937,,,out-of-scope,0,
